0.20	0.167	0.0003
0.40	0.210	0.0003
0.60	0.240	0.0003
0.80	0.264	0.0003
1.00	0.284	0.0003
1.20	0.301	0.0003
1.40	0.316	0.0003
1.60	0.329	0.0002
1.80	0.342	0.0001
2.00	0.353	0.0001
2.20	0.364	0.0001
2.40	0.373	0.0002
2.60	0.382	0.0003
2.80	0.391	0.0004
3.00	0.398	0.0006
3.20	0.405	0.0008
3.40	0.412	0.001
3.60	0.418	0.0012
3.80	0.424	0.0014
4.00	0.429	0.0016
4.20	0.434	0.0018
4.40	0.439	0.0021
4.60	0.443	0.0023
4.80	0.447	0.0026
5.00	0.450	0.0029
5.20	0.454	0.0032
5.40	0.456	0.0035
5.60	0.459	0.0038
5.80	0.461	0.0041
6.00	0.463	0.0044
6.20	0.465	0.0047
6.40	0.466	0.0050
6.60	0.467	0.0053
6.80	0.468	0.0056
7.00	0.469	0.0059
7.20	0.469	0.0062
7.40	0.469	0.0065
7.60	0.469	0.0067
7.80	0.469	0.0070
8.00	0.469	0.0073
8.20	0.468	0.0075
8.40	0.467	0.0078
8.60	0.466	0.0080
8.80	0.465	0.0082
9.00	0.464	0.0084
9.20	0.462	0.0086
9.40	0.461	0.0088
9.60	0.459	0.0089
9.80	0.457	0.0090
10.00	0.455	0.0092
10.20	0.453	0.0092
10.40	0.451	0.0093
10.60	0.449	0.0094
10.80	0.446	0.0094
11.00	0.444	0.0094
11.20	0.441	0.0094
11.40	0.439	0.0093
11.60	0.436	0.0093
11.80	0.433	0.0092
12.00	0.430	0.0091
12.20	0.428	0.0090
12.40	0.425	0.0088
12.60	0.422	0.0087
12.80	0.418	0.0085
13.00	0.415	0.0083
13.20	0.412	0.0081
13.40	0.409	0.0079
13.60	0.406	0.0076
13.80	0.403	0.0074
14.00	0.399	0.0071
14.20	0.396	0.0069
14.40	0.393	0.0066
14.60	0.389	0.0064
14.80	0.386	0.0061
15.00	0.383	0.0058
15.20	0.380	0.0055
15.40	0.376	0.0053
15.60	0.373	0.0050
15.80	0.370	0.0047
16.00	0.367	0.0045
16.20	0.363	0.0042
16.40	0.360	0.0040
16.60	0.357	0.0037
16.80	0.354	0.0035
17.00	0.351	0.0032
17.20	0.348	0.0030
17.40	0.345	0.0028
17.60	0.342	0.0026
17.80	0.339	0.0024
18.00	0.336	0.0022
18.20	0.333	0.0020
18.40	0.330	0.0019
18.60	0.327	0.0017
18.80	0.324	0.0015
19.00	0.321	0.0014
19.20	0.319	0.0013
19.40	0.316	0.0011
19.60	0.313	0.0010
19.80	0.311	0.0009
20.00	0.308	0.0008
