10.00	0.4380	0.0047
10.20	0.4358	0.0049
10.40	0.4334	0.0051
10.60	0.4310	0.0053
10.80	0.4285	0.0055
11.00	0.4259	0.0057
11.20	0.4233	0.0059
11.40	0.4206	0.0061
11.60	0.4179	0.0063
11.80	0.4152	0.0065
12.00	0.4124	0.0066
12.20	0.4095	0.0068
12.40	0.4067	0.0070
12.60	0.4038	0.0071
12.80	0.4008	0.0073
13.00	0.3979	0.0075
13.20	0.3949	0.0076
13.40	0.3920	0.0078
13.60	0.3890	0.0078
13.80	0.3860	0.0080
14.00	0.3830	0.0080
14.20	0.3800	0.0083
14.40	0.3769	0.0083
14.60	0.3739	0.0085
14.80	0.3709	0.0085
15.00	0.3678	0.0088
15.20	0.3648	0.0088
15.40	0.3618	0.0090
15.60	0.3587	0.0090
15.80	0.3557	0.0092
16.00	0.3527	0.0092
16.20	0.3497	0.0092
16.40	0.3467	0.0094
16.60	0.3437	0.0094
16.80	0.3407	0.0094
17.00	0.3377	0.0097
17.20	0.3347	0.0097
17.40	0.3317	0.0097
17.60	0.3288	0.0097
17.80	0.3258	0.0099
18.00	0.3229	0.0099
18.20	0.3200	0.0099
18.40	0.3171	0.0099
18.60	0.3142	0.010
18.80	0.3113	0.010
19.00	0.3084	0.010
19.20	0.3056	0.010
19.40	0.3027	0.010
19.60	0.2999	0.010
19.80	0.2971	0.010
20.00	0.2943	0.010
